[{'A': 0.2009460689789554, 'C': 0.2436645297619615, 'E': 0.18188546892920754, 'G': 0.21664329035923402}, {'A': -0.2019460689789554, 'C': -0.2446645297619615, 'E': -0.18288546892920754, 'G': -0.21764329035923402}, {'B': 0.34396337168928687, 'D': 0.374046602260721, 'F': 0.15003481586768144, 'H': 0.07646253077242846}, {'B': -0.34496337168928687, 'D': -0.375046602260721, 'F': -0.15103481586768144, 'H': -0.07746253077242846}, {'A': 0.3580177860454331, 'C': 0.35717195862168355, 'E': 0.2790063911295978, 'G': 0.27961381797120455}, {'A': -0.3590177860454331, 'C': -0.35817195862168355, 'E': -0.2800063911295978, 'G': -0.28061381797120455}, {'B': 0.49068814947574924, 'D': 0.3078594309890813, 'F': 0.3554792759305345, 'H': 0.32906003865079886}, {'B': -0.49168814947574924, 'D': -0.3088594309890813, 'F': -0.3564792759305345, 'H': -0.33006003865079886}, {'B': 0.26041125019217337, 'D': 0.4863088831425707, 'F': 0.1632851411983693, 'H': 0.20607090933692845}, {'B': -0.26141125019217337, 'D': -0.4873088831425707, 'F': -0.1642851411983693, 'H': -0.20707090933692845}, {'B': 0.16505929151340634, 'D': 0.472185867115984, 'F': 0.3212356243491893, 'H': 0.26353090621510084}, {'B': -0.16605929151340634, 'D': -0.473185867115984, 'F': -0.3222356243491893, 'H': -0.26453090621510084}, {'B': 0.22767599703010927, 'D': 0.48824584732158716, 'F': 0.48451630848445015, 'H': 0.46345478653083305}, {'B': -0.22867599703010927, 'D': -0.48924584732158716, 'F': -0.48551630848445015, 'H': -0.46445478653083305}, {'B': 0.3534682131679393, 'D': 0.05190112656518015, 'F': 0.30374836432268576, 'H': 0.39000830709766776}, {'B': -0.3544682131679393, 'D': -0.05290112656518015, 'F': -0.30474836432268576, 'H': -0.39100830709766776}, {'B': 0.0881430297209213, 'D': 0.10937607130501174, 'F': 0.16449419910136553, 'H': 0.2841130881382575}, {'B': -0.08914302972092131, 'D': -0.11037607130501174, 'F': -0.16549419910136554, 'H': -0.2851130881382575}, {'A': 0.06727885721414881, 'C': 0.2733944970880187, 'E': 0.05507651106102024, 'G': 0.12020442678606623}, {'A': -0.06827885721414881, 'C': -0.2743944970880187, 'E': -0.05607651106102024, 'G': -0.12120442678606623}]
[{'A': 0.39057978566155227, 'C': 0.11149703261627744, 'E': 0.4151362248389429, 'G': 0.07961701968235853}, {'A': -0.39157978566155227, 'C': -0.11249703261627744, 'E': -0.4161362248389429, 'G': -0.08061701968235853}, {'B': 0.1877079195246707, 'D': 0.15368057961609266, 'F': 0.15082753895526418, 'H': 0.21944159728583879}, {'B': -0.1887079195246707, 'D': -0.15468057961609266, 'F': -0.15182753895526419, 'H': -0.2204415972858388}, {'A': 0.12381317961422719, 'C': 0.43491695052928225, 'E': 0.28635005863690244, 'G': 0.33264325876721074}, {'A': -0.1248131796142272, 'C': -0.43591695052928225, 'E': -0.28735005863690244, 'G': -0.33364325876721074}, {'A': 0.22940195978352562, 'C': 0.4742190600357211, 'E': 0.29254002403081514, 'G': 0.0952534847728672}, {'A': -0.23040195978352562, 'C': -0.4752190600357211, 'E': -0.29354002403081514, 'G': -0.0962534847728672}, {'B': 0.099873778809656, 'D': 0.05726951053363513, 'F': 0.148960893984754, 'H': 0.16988522935382416}, {'B': -0.100873778809656, 'D': -0.05826951053363513, 'F': -0.149960893984754, 'H': -0.17088522935382416}, {'A': 0.3579038674829076, 'C': 0.21433860058151438, 'E': 0.41472752580641814, 'G': 0.3058341410213913}, {'A': -0.3589038674829076, 'C': -0.21533860058151438, 'E': -0.41572752580641814, 'G': -0.3068341410213913}, {'B': 0.3620579896218106, 'D': 0.1486800445250963, 'F': 0.29245552110889583, 'H': 0.29106579563450174}, {'B': -0.36305798962181063, 'D': -0.1496800445250963, 'F': -0.29345552110889583, 'H': -0.29206579563450175}, {'B': 0.25412761493277125, 'D': 0.43339664802826744, 'F': 0.47767432432644, 'H': 0.2390101592795058}, {'B': -0.25512761493277125, 'D': -0.43439664802826744, 'F': -0.47867432432644, 'H': -0.2400101592795058}, {'B': 0.16155130023746367, 'D': 0.1798882845896193, 'F': 0.32772434430955577, 'H': 0.21864814273011468}, {'B': -0.16255130023746367, 'D': -0.1808882845896193, 'F': -0.32872434430955577, 'H': -0.21964814273011468}, {'A': 0.09833924618300587, 'C': 0.44469879933877, 'E': 0.12951145705512634, 'G': 0.45665124364140586}, {'A': -0.09933924618300587, 'C': -0.44569879933877, 'E': -0.13051145705512635, 'G': -0.45765124364140586}]
[{'A': 0.22387104738157043, 'C': 0.2478612161528626, 'E': 0.4364904260685268, 'G': 0.12977748015954438}, {'A': -0.22487104738157043, 'C': -0.2488612161528626, 'E': -0.4374904260685268, 'G': -0.13077748015954438}, {'A': 0.3580540553985681, 'C': 0.2686838016862644, 'E': 0.3658025338494595, 'G': 0.2833532423022515}, {'A': -0.3590540553985681, 'C': -0.2696838016862644, 'E': -0.3668025338494595, 'G': -0.2843532423022515}, {'B': 0.2093857157071245, 'D': 0.21021225635566848, 'F': 0.20370438046590306, 'H': 0.21860512933956605}, {'B': -0.2103857157071245, 'D': -0.21121225635566848, 'F': -0.20470438046590306, 'H': -0.21960512933956605}, {'B': 0.2622652409372165, 'D': 0.3039302303792592, 'F': 0.2063819941195179, 'H': 0.36464208891946626}, {'B': -0.2632652409372165, 'D': -0.3049302303792592, 'F': -0.2073819941195179, 'H': -0.36564208891946626}, {'A': 0.48404034213261027, 'C': 0.2638721589859214, 'E': 0.4544401849002134, 'G': 0.12454145089926345}, {'A': -0.48504034213261027, 'C': -0.2648721589859214, 'E': -0.4554401849002134, 'G': -0.12554145089926344}, {'A': 0.14556438740727592, 'C': 0.40690150982797196, 'E': 0.25975859199336526, 'G': 0.4232898772320592}, {'A': -0.14656438740727593, 'C': -0.40790150982797196, 'E': -0.26075859199336526, 'G': -0.4242898772320592}, {'B': 0.058316238937232125, 'D': 0.45579844361540883, 'F': 0.11634019046163377, 'H': 0.4825528737976183}, {'B': -0.059316238937232126, 'D': -0.45679844361540883, 'F': -0.11734019046163377, 'H': -0.4835528737976183}, {'B': 0.3169694283468387, 'D': 0.16465027623455633, 'F': 0.24514953414535323, 'H': 0.41325998324103647}, {'B': -0.3179694283468387, 'D': -0.16565027623455633, 'F': -0.24614953414535323, 'H': -0.41425998324103647}, {'B': 0.3397820308186592, 'D': 0.332772015842942, 'F': 0.4019714693674635, 'H': 0.444132365281933}, {'B': -0.3407820308186592, 'D': -0.333772015842942, 'F': -0.4029714693674635, 'H': -0.445132365281933}, {'A': 0.10253606258269493, 'C': 0.061208771712108506, 'E': 0.29165803311531646, 'G': 0.4637156225771038}, {'A': -0.10353606258269493, 'C': -0.06220877171210851, 'E': -0.29265803311531646, 'G': -0.4647156225771038}]
[{'B': 0.3922923820016314, 'D': 0.1941750104215953, 'F': 0.13731461539506967, 'H': 0.34320823176305615}, {'B': -0.3932923820016314, 'D': -0.1951750104215953, 'F': -0.13831461539506967, 'H': -0.34420823176305615}, {'B': 0.14328701868140192, 'D': 0.3007828526251914, 'F': 0.2991453205358132, 'H': 0.3004294837546991}, {'B': -0.14428701868140192, 'D': -0.3017828526251914, 'F': -0.3001453205358132, 'H': -0.3014294837546991}, {'A': 0.05036890504435852, 'C': 0.3157277312746909, 'E': 0.0711004131189512, 'G': 0.06070797326386895}, {'A': -0.05136890504435852, 'C': -0.3167277312746909, 'E': -0.0721004131189512, 'G': -0.061707973263868954}, {'B': 0.22588494984523844, 'D': 0.287535415607877, 'F': 0.17922354617040226, 'H': 0.40936963469076554}, {'B': -0.22688494984523844, 'D': -0.288535415607877, 'F': -0.18022354617040226, 'H': -0.41036963469076554}, {'A': 0.26365124212362606, 'C': 0.3289736675422373, 'E': 0.4384021883858334, 'G': 0.11079487983479057}, {'A': -0.26465124212362606, 'C': -0.3299736675422373, 'E': -0.4394021883858334, 'G': -0.11179487983479057}, {'A': 0.3124814471637366, 'C': 0.20589388522856966, 'E': 0.4125187593933314, 'G': 0.33390862215819633}, {'A': -0.3134814471637366, 'C': -0.20689388522856966, 'E': -0.4135187593933314, 'G': -0.33490862215819633}, {'A': 0.15305884649221013, 'C': 0.49496411939421125, 'E': 0.19271477970554846, 'G': 0.05501812210610383}, {'A': -0.15405884649221013, 'C': -0.49596411939421126, 'E': -0.19371477970554846, 'G': -0.05601812210610383}, {'A': 0.13293385471264146, 'C': 0.07699028478667926, 'E': 0.16736363471872795, 'G': 0.3662945937627478}, {'A': -0.13393385471264146, 'C': -0.07799028478667926, 'E': -0.16836363471872795, 'G': -0.3672945937627478}, {'B': 0.4945448116516567, 'D': 0.10461540227611935, 'F': 0.19989472487140653, 'H': 0.3053381291754515}, {'B': -0.4955448116516567, 'D': -0.10561540227611935, 'F': -0.20089472487140653, 'H': -0.3063381291754515}, {'B': 0.33441880440818794, 'D': 0.27370122458834445, 'F': 0.36106573487236776, 'H': 0.14405033934770547}, {'B': -0.33541880440818794, 'D': -0.27470122458834445, 'F': -0.36206573487236776, 'H': -0.14505033934770548}]
[{'A': 0.06685198798454642, 'C': 0.27490584930798134, 'E': 0.4315766862030107, 'G': 0.4728424035492039}, {'A': -0.06785198798454642, 'C': -0.27590584930798134, 'E': -0.4325766862030107, 'G': -0.4738424035492039}, {'B': 0.26508798798150385, 'D': 0.4114196182749083, 'F': 0.33913933783229344, 'H': 0.19944001253385502}, {'B': -0.26608798798150385, 'D': -0.4124196182749083, 'F': -0.34013933783229344, 'H': -0.20044001253385502}, {'A': 0.32265502518423295, 'C': 0.4301536905794263, 'E': 0.06185370653347459, 'G': 0.35529282088631226}, {'A': -0.32365502518423295, 'C': -0.4311536905794263, 'E': -0.0628537065334746, 'G': -0.35629282088631226}, {'A': 0.49067140012834715, 'C': 0.11503419589400592, 'E': 0.27970970650296645, 'G': 0.3259129046732993}, {'A': -0.49167140012834715, 'C': -0.11603419589400592, 'E': -0.28070970650296645, 'G': -0.3269129046732993}, {'B': 0.0942604789380711, 'D': 0.3418527415971284, 'F': 0.3694080421530034, 'H': 0.21096860467083395}, {'B': -0.0952604789380711, 'D': -0.3428527415971284, 'F': -0.3704080421530034, 'H': -0.21196860467083395}, {'B': 0.08472095456633637, 'D': 0.13184410819212106, 'F': 0.14806255390828368, 'H': 0.28657895047595716}, {'B': -0.08572095456633637, 'D': -0.13284410819212106, 'F': -0.14906255390828368, 'H': -0.28757895047595716}, {'B': 0.18051921700334, 'D': 0.443407607773862, 'F': 0.43630366552419597, 'H': 0.07931736331713825}, {'B': -0.18151921700334, 'D': -0.444407607773862, 'F': -0.437303665524196, 'H': -0.08031736331713825}, {'A': 0.3329921261602277, 'C': 0.08909341489521819, 'E': 0.24647034722173683, 'G': 0.3871575151718961}, {'A': -0.3339921261602277, 'C': -0.09009341489521819, 'E': -0.24747034722173683, 'G': -0.3881575151718961}, {'B': 0.16683245267042324, 'D': 0.44124251718801183, 'F': 0.4383910241418585, 'H': 0.22277411984361944}, {'B': -0.16783245267042324, 'D': -0.44224251718801183, 'F': -0.4393910241418585, 'H': -0.22377411984361945}, {'A': 0.4822228765655197, 'C': 0.44637410293017704, 'E': 0.09766221449715734, 'G': 0.22324098104728363}, {'A': -0.4832228765655197, 'C': -0.44737410293017704, 'E': -0.09866221449715734, 'G': -0.22424098104728363}]
[{'B': 0.49217940431719576, 'D': 0.15882678455362087, 'F': 0.05770053177344302, 'H': 0.1654891904396038}, {'B': -0.49317940431719576, 'D': -0.15982678455362087, 'F': -0.05870053177344302, 'H': -0.1664891904396038}, {'B': 0.48086658466709786, 'D': 0.48650787988303074, 'F': 0.30402729722331406, 'H': 0.15008476317008743}, {'B': -0.48186658466709786, 'D': -0.48750787988303074, 'F': -0.30502729722331406, 'H': -0.15108476317008743}, {'B': 0.1952149260378503, 'D': 0.3520519825624422, 'F': 0.12371006753910259, 'H': 0.27324578614331607}, {'B': -0.1962149260378503, 'D': -0.3530519825624422, 'F': -0.12471006753910259, 'H': -0.2742457861433161}, {'B': 0.490896478136417, 'D': 0.24823119051850062, 'F': 0.07838193327742038, 'H': 0.4458544917765384}, {'B': -0.491896478136417, 'D': -0.24923119051850062, 'F': -0.07938193327742038, 'H': -0.4468544917765384}, {'A': 0.38540828355002577, 'C': 0.18430089761246854, 'E': 0.38499613634887997, 'G': 0.19409694954180706}, {'A': -0.38640828355002577, 'C': -0.18530089761246854, 'E': -0.38599613634887997, 'G': -0.19509694954180706}, {'B': 0.10726797520337478, 'D': 0.12841335630268608, 'F': 0.12826841981995168, 'H': 0.16382380225511842}, {'B': -0.10826797520337478, 'D': -0.12941335630268608, 'F': -0.12926841981995169, 'H': -0.16482380225511842}, {'B': 0.40702942813336473, 'D': 0.15055829493779394, 'F': 0.10035483214517657, 'H': 0.45440791422928795}, {'B': -0.40802942813336474, 'D': -0.15155829493779394, 'F': -0.10135483214517657, 'H': -0.45540791422928795}, {'A': 0.3802806236777313, 'C': 0.228999062179095, 'E': 0.3889107702593706, 'G': 0.06802464843269407}, {'A': -0.3812806236777313, 'C': -0.229999062179095, 'E': -0.3899107702593706, 'G': -0.06902464843269407}, {'A': 0.12034655813670618, 'C': 0.419007776760164, 'E': 0.19221328754246358, 'G': 0.05735936815789827}, {'A': -0.12134655813670618, 'C': -0.420007776760164, 'E': -0.19321328754246359, 'G': -0.05835936815789827}, {'A': 0.0968005616837033, 'C': 0.32063623326089247, 'E': 0.49434226694207717, 'G': 0.3697182318351048}, {'A': -0.0978005616837033, 'C': -0.32163623326089247, 'E': -0.49534226694207717, 'G': -0.37071823183510483}]
[{'B': 0.306708743130445, 'D': 0.10147099908667614, 'F': 0.2775470494420123, 'H': 0.4590750197905669}, {'B': -0.307708743130445, 'D': -0.10247099908667615, 'F': -0.2785470494420123, 'H': -0.4600750197905669}, {'A': 0.4342992901756557, 'C': 0.2891054559939787, 'E': 0.08485308276529424, 'G': 0.4593154783877681}, {'A': -0.4352992901756557, 'C': -0.2901054559939787, 'E': -0.08585308276529424, 'G': -0.4603154783877681}, {'B': 0.19120356557326124, 'D': 0.3875436095589288, 'F': 0.09434493429103788, 'H': 0.13148308855664506}, {'B': -0.19220356557326124, 'D': -0.3885436095589288, 'F': -0.09534493429103788, 'H': -0.13248308855664506}, {'A': 0.4372044776997425, 'C': 0.2803442075949356, 'E': 0.14274570073299875, 'G': 0.3088038659624423}, {'A': -0.4382044776997425, 'C': -0.2813442075949356, 'E': -0.14374570073299875, 'G': -0.3098038659624423}, {'A': 0.44502394915236204, 'C': 0.12547095136929937, 'E': 0.29644134385260107, 'G': 0.366912693250289}, {'A': -0.44602394915236204, 'C': -0.12647095136929937, 'E': -0.29744134385260107, 'G': -0.367912693250289}, {'A': 0.1226813361800852, 'C': 0.11710480715733804, 'E': 0.2344843779631281, 'G': 0.3036114631937346}, {'A': -0.1236813361800852, 'C': -0.11810480715733804, 'E': -0.2354843779631281, 'G': -0.3046114631937346}, {'B': 0.45021106589845455, 'D': 0.053248401032205094, 'F': 0.14726769141609042, 'H': 0.43746418741932835}, {'B': -0.45121106589845456, 'D': -0.054248401032205094, 'F': -0.14826769141609042, 'H': -0.43846418741932836}, {'A': 0.3137655690175562, 'C': 0.05776261906097902, 'E': 0.3689990035170296, 'G': 0.187693169747067}, {'A': -0.3147655690175562, 'C': -0.05876261906097902, 'E': -0.3699990035170296, 'G': -0.188693169747067}, {'A': 0.18017367584431881, 'C': 0.2569960933537671, 'E': 0.35977824187996954, 'G': 0.3527688778943995}, {'A': -0.18117367584431882, 'C': -0.2579960933537671, 'E': -0.36077824187996954, 'G': -0.3537688778943995}, {'B': 0.1038531330437012, 'D': 0.23831002727018052, 'F': 0.0792920201964876, 'H': 0.32646130405379997}, {'B': -0.1048531330437012, 'D': -0.23931002727018053, 'F': -0.0802920201964876, 'H': -0.3274613040538}]
[{'A': 0.18123677697656726, 'C': 0.3678229741900406, 'E': 0.4023054540983356, 'G': 0.4583350653513517}, {'A': -0.18223677697656726, 'C': -0.3688229741900406, 'E': -0.4033054540983356, 'G': -0.4593350653513517}, {'A': 0.4401145400090776, 'C': 0.08869121398427224, 'E': 0.4351713527849103, 'G': 0.2397272499203873}, {'A': -0.4411145400090776, 'C': -0.08969121398427224, 'E': -0.4361713527849103, 'G': -0.2407272499203873}, {'B': 0.14138566576111666, 'D': 0.12049501957567824, 'F': 0.3105500198565587, 'H': 0.11439002944258789}, {'B': -0.14238566576111666, 'D': -0.12149501957567824, 'F': -0.3115500198565587, 'H': -0.11539002944258789}, {'B': 0.3965196130625447, 'D': 0.2909211895033693, 'F': 0.290361676994742, 'H': 0.29119193599382454}, {'B': -0.3975196130625447, 'D': -0.2919211895033693, 'F': -0.291361676994742, 'H': -0.29219193599382454}, {'A': 0.10854467405830921, 'C': 0.21917124330655718, 'E': 0.42432423045017825, 'G': 0.3230453739252574}, {'A': -0.10954467405830921, 'C': -0.22017124330655719, 'E': -0.42532423045017825, 'G': -0.3240453739252574}, {'A': 0.4452610655066361, 'C': 0.2743094146650954, 'E': 0.23444563100392957, 'G': 0.06568972160557696}, {'A': -0.4462610655066361, 'C': -0.2753094146650954, 'E': -0.23544563100392957, 'G': -0.06668972160557696}, {'B': 0.4680695235828129, 'D': 0.4939800140386694, 'F': 0.47533929804130104, 'H': 0.38095042511441873}, {'B': -0.4690695235828129, 'D': -0.4949800140386694, 'F': -0.47633929804130104, 'H': -0.38195042511441873}, {'B': 0.2070528809060178, 'D': 0.30706700532569825, 'F': 0.07530305647837883, 'H': 0.16051665278483848}, {'B': -0.2080528809060178, 'D': -0.30806700532569825, 'F': -0.07630305647837883, 'H': -0.16151665278483848}, {'B': 0.3295161759221434, 'D': 0.4335147872717385, 'F': 0.4436309227560548, 'H': 0.34862223719778274}, {'B': -0.3305161759221434, 'D': -0.4345147872717385, 'F': -0.4446309227560548, 'H': -0.34962223719778274}, {'B': 0.12702250964109102, 'D': 0.23565378417744892, 'F': 0.35453208765350636, 'H': 0.1448776902339856}, {'B': -0.12802250964109102, 'D': -0.23665378417744892, 'F': -0.35553208765350636, 'H': -0.1458776902339856}]
[{'B': 0.18976616089225884, 'D': 0.4935531147184274, 'F': 0.28261834374721245, 'H': 0.20473185065763194}, {'B': -0.19076616089225884, 'D': -0.4945531147184274, 'F': -0.28361834374721245, 'H': -0.20573185065763194}, {'A': 0.10439226698158366, 'C': 0.4443846554588421, 'E': 0.1251251717996672, 'G': 0.07490008020980796}, {'A': -0.10539226698158366, 'C': -0.4453846554588421, 'E': -0.1261251717996672, 'G': -0.07590008020980796}, {'A': 0.17514641584864832, 'C': 0.27953548512117815, 'E': 0.45843980854629907, 'G': 0.15736024060162085}, {'A': -0.17614641584864832, 'C': -0.28053548512117815, 'E': -0.45943980854629907, 'G': -0.15836024060162085}, {'B': 0.12195337279988737, 'D': 0.20352260564128094, 'F': 0.09191165799138896, 'H': 0.11323360538105233}, {'B': -0.12295337279988737, 'D': -0.20452260564128094, 'F': -0.09291165799138897, 'H': -0.11423360538105233}, {'B': 0.48360024798987034, 'D': 0.35850172334729963, 'F': 0.457573110221431, 'H': 0.16331601449719385}, {'B': -0.48460024798987034, 'D': -0.35950172334729963, 'F': -0.458573110221431, 'H': -0.16431601449719385}, {'A': 0.4419425930930305, 'C': 0.1736649014914908, 'E': 0.4338074624070024, 'G': 0.28343148951076186}, {'A': -0.4429425930930305, 'C': -0.1746649014914908, 'E': -0.4348074624070024, 'G': -0.28443148951076186}, {'B': 0.12828420703306098, 'D': 0.09789139689817167, 'F': 0.2195773430677707, 'H': 0.45717713640331026}, {'B': -0.12928420703306098, 'D': -0.09889139689817167, 'F': -0.22057734306777071, 'H': -0.45817713640331026}, {'A': 0.36653096324932694, 'C': 0.19229266185537802, 'E': 0.45130979918209496, 'G': 0.09909547543835703}, {'A': -0.36753096324932694, 'C': -0.19329266185537802, 'E': -0.45230979918209496, 'G': -0.10009547543835703}, {'B': 0.1904021314829929, 'D': 0.31789686346652485, 'F': 0.0759987524068202, 'H': 0.05296936403137306}, {'B': -0.1914021314829929, 'D': -0.31889686346652485, 'F': -0.0769987524068202, 'H': -0.05396936403137306}, {'B': 0.39382694590063627, 'D': 0.07524283095666863, 'F': 0.2714490356098104, 'H': 0.145837368692194}, {'B': -0.3948269459006363, 'D': -0.07624283095666863, 'F': -0.2724490356098104, 'H': -0.146837368692194}]
[{'A': 0.2396543758569173, 'C': 0.19770768641398045, 'E': 0.10475588686886375, 'G': 0.40439364465875693}, {'A': -0.2406543758569173, 'C': -0.19870768641398046, 'E': -0.10575588686886375, 'G': -0.40539364465875694}, {'A': 0.41428504466553756, 'C': 0.496147583257298, 'E': 0.25376643869738214, 'G': 0.08025695093056681}, {'A': -0.41528504466553756, 'C': -0.497147583257298, 'E': -0.25476643869738214, 'G': -0.08125695093056681}, {'B': 0.39247310538923147, 'D': 0.08161937660127158, 'F': 0.09637087895864174, 'H': 0.4999503972918073}, {'B': -0.39347310538923147, 'D': -0.08261937660127158, 'F': -0.09737087895864174, 'H': -0.5009503972918072}, {'A': 0.35593908135265256, 'C': 0.3692960981887455, 'E': 0.43627859234404126, 'G': 0.2723093635023151}, {'A': -0.35693908135265257, 'C': -0.3702960981887455, 'E': -0.43727859234404126, 'G': -0.2733093635023151}, {'B': 0.3112325316764265, 'D': 0.43243006063580924, 'F': 0.1686887518452125, 'H': 0.24967764452072733}, {'B': -0.3122325316764265, 'D': -0.43343006063580924, 'F': -0.1696887518452125, 'H': -0.2506776445207273}, {'B': 0.36095438535963476, 'D': 0.41624193315449076, 'F': 0.17720219458311498, 'H': 0.09725721752689889}, {'B': -0.36195438535963476, 'D': -0.41724193315449076, 'F': -0.17820219458311498, 'H': -0.0982572175268989}, {'B': 0.30979526428972537, 'D': 0.2567689659024789, 'F': 0.22017107596250296, 'H': 0.3599412699397306}, {'B': -0.31079526428972537, 'D': -0.2577689659024789, 'F': -0.22117107596250296, 'H': -0.3609412699397306}, {'A': 0.2733328352545897, 'C': 0.259230215264761, 'E': 0.19862740948500068, 'G': 0.3873099678836206}, {'A': -0.2743328352545897, 'C': -0.260230215264761, 'E': -0.19962740948500068, 'G': -0.3883099678836206}, {'A': 0.14185354456697025, 'C': 0.45027739767852376, 'E': 0.4371033068948818, 'G': 0.41649310895686426}, {'A': -0.14285354456697025, 'C': -0.45127739767852376, 'E': -0.4381033068948818, 'G': -0.41749310895686426}, {'B': 0.38107294731399366, 'D': 0.38014214407380725, 'F': 0.4475583381961609, 'H': 0.19239481744048303}, {'B': -0.38207294731399366, 'D': -0.38114214407380725, 'F': -0.4485583381961609, 'H': -0.19339481744048304}]
[{'A': 0.10611745847572866, 'C': 0.1755411328335234, 'E': 0.30030047871570087, 'G': 0.2307100513321218}, {'A': -0.10711745847572866, 'C': -0.1765411328335234, 'E': -0.30130047871570087, 'G': -0.2317100513321218}, {'A': 0.4344552757591382, 'C': 0.2486201299025811, 'E': 0.14833509018422367, 'G': 0.16183467540310434}, {'A': -0.4354552757591382, 'C': -0.2496201299025811, 'E': -0.14933509018422367, 'G': -0.16283467540310434}, {'A': 0.48347914909019707, 'C': 0.26962965803061445, 'E': 0.10917491840952126, 'G': 0.09487627976195992}, {'A': -0.48447914909019707, 'C': -0.27062965803061445, 'E': -0.11017491840952126, 'G': -0.09587627976195992}, {'B': 0.09680034854566467, 'D': 0.4550705227324018, 'F': 0.3373421400978789, 'H': 0.32832671860660706}, {'B': -0.09780034854566468, 'D': -0.4560705227324018, 'F': -0.3383421400978789, 'H': -0.32932671860660706}, {'A': 0.16601056062031727, 'C': 0.05440296105029266, 'E': 0.20407041382162494, 'G': 0.33195164462251786}, {'A': -0.16701056062031727, 'C': -0.05540296105029266, 'E': -0.20507041382162494, 'G': -0.33295164462251786}, {'A': 0.4801812862679442, 'C': 0.4840959326424081, 'E': 0.47812914291151903, 'G': 0.0766801762581499}, {'A': -0.4811812862679442, 'C': -0.4850959326424081, 'E': -0.47912914291151903, 'G': -0.07768017625814991}, {'B': 0.4952939267996034, 'D': 0.45614154336047724, 'F': 0.3524274225044968, 'H': 0.15215783069054545}, {'B': -0.4962939267996034, 'D': -0.45714154336047724, 'F': -0.3534274225044968, 'H': -0.15315783069054545}, {'B': 0.36446701914807, 'D': 0.34819677092760287, 'F': 0.24898727023988515, 'H': 0.4183104215375455}, {'B': -0.36546701914807, 'D': -0.3491967709276029, 'F': -0.24998727023988515, 'H': -0.4193104215375455}, {'B': 0.49355197947690965, 'D': 0.11842852666232201, 'F': 0.08585508209259406, 'H': 0.2677182233668907}, {'B': -0.49455197947690965, 'D': -0.11942852666232201, 'F': -0.08685508209259406, 'H': -0.2687182233668907}, {'A': 0.39490693512554953, 'C': 0.10437065870683915, 'E': 0.3459214734408472, 'G': 0.0677937960777405}, {'A': -0.39590693512554953, 'C': -0.10537065870683915, 'E': -0.34692147344084723, 'G': -0.0687937960777405}]
[{'B': 0.2801913321577208, 'D': 0.10826046524154412, 'F': 0.17393585404767112, 'H': 0.30825127375839656}, {'B': -0.2811913321577208, 'D': -0.10926046524154412, 'F': -0.17493585404767112, 'H': -0.30925127375839656}, {'A': 0.473375238632199, 'C': 0.08917231452211, 'E': 0.057213292927104115, 'G': 0.10355028647132641}, {'A': -0.474375238632199, 'C': -0.09017231452211, 'E': -0.058213292927104116, 'G': -0.10455028647132641}, {'B': 0.4520751008337921, 'D': 0.36485195134938486, 'F': 0.10032792697066034, 'H': 0.2897081237966562}, {'B': -0.4530751008337921, 'D': -0.36585195134938486, 'F': -0.10132792697066034, 'H': -0.2907081237966562}, {'B': 0.14846982360117117, 'D': 0.44941421524276337, 'F': 0.3949702392365971, 'H': 0.3733045733632412}, {'B': -0.14946982360117117, 'D': -0.45041421524276337, 'F': -0.3959702392365971, 'H': -0.3743045733632412}, {'A': 0.49716613968062495, 'C': 0.21528842434024498, 'E': 0.23450410773205033, 'G': 0.21669426834544842}, {'A': -0.49816613968062495, 'C': -0.21628842434024498, 'E': -0.23550410773205033, 'G': -0.21769426834544842}, {'A': 0.179145021675569, 'C': 0.28316831295086176, 'E': 0.2982391549485634, 'G': 0.29229535409152574}, {'A': -0.180145021675569, 'C': -0.28416831295086176, 'E': -0.2992391549485634, 'G': -0.29329535409152574}, {'B': 0.13436006673189896, 'D': 0.4664152226422967, 'F': 0.29391785563442085, 'H': 0.322266307717892}, {'B': -0.13536006673189896, 'D': -0.4674152226422967, 'F': -0.29491785563442086, 'H': -0.323266307717892}, {'B': 0.2993442829112694, 'D': 0.4100060183137751, 'F': 0.4539816618593378, 'H': 0.29899799141452693}, {'B': -0.3003442829112694, 'D': -0.4110060183137751, 'F': -0.4549816618593378, 'H': -0.29999799141452693}, {'B': 0.3254008194956449, 'D': 0.05597707808479312, 'F': 0.2604001196294822, 'H': 0.22302396182791173}, {'B': -0.3264008194956449, 'D': -0.056977078084793124, 'F': -0.2614001196294822, 'H': -0.22402396182791173}, {'A': 0.1548226192806328, 'C': 0.27300748412199966, 'E': 0.233973880098994, 'G': 0.15736874299281858}, {'A': -0.1558226192806328, 'C': -0.27400748412199966, 'E': -0.234973880098994, 'G': -0.15836874299281858}]
